film_ref	tfidf_cluster
(filmRef)3660	6
(filmRef)3661	18
(filmRef)3662	3
(filmRef)3663	3
(filmRef)3664	11
(filmRef)3665	10
(filmRef)3666	10
(filmRef)3667	14
(filmRef)3668	10
(filmRef)3669	18
(filmRef)3670	18
(filmRef)3671	10
(filmRef)3672	14
(filmRef)3673	3
(filmRef)3674	10
(filmRef)3675	10
(filmRef)3676	3
(filmRef)3677	2
(filmRef)3678	2
(filmRef)3679	2
(filmRef)3680	3
(filmRef)3681	3
(filmRef)3682	2
(filmRef)3683	2
(filmRef)3684	13
(filmRef)3685	2
(filmRef)3686	6
(filmRef)3687	2
(filmRef)3688	2
(filmRef)3689	13
(filmRef)3690	13
(filmRef)3691	14
(filmRef)3692	2
(filmRef)3694	2
(filmRef)3695	13
(filmRef)3696	2
(filmRef)3697	11
(filmRef)3698	11
(filmRef)3699	11
(filmRef)3700	10
(filmRef)3701	10
(filmRef)3702	10
(filmRef)3703	10
(filmRef)3704	10
(filmRef)3705	10
(filmRef)3706	3
(filmRef)3707	14
(filmRef)3708	10
(filmRef)3709	3
(filmRef)3710	3
(filmRef)3711	3
(filmRef)3712	13
(filmRef)3713	2
(filmRef)3714	10
(filmRef)3715	3
(filmRef)3716	2
(filmRef)3717	11
(filmRef)3718	13
(filmRef)3719	2
(filmRef)3720	2
(filmRef)3721	19
(filmRef)3722	10
(filmRef)3723	10
(filmRef)3724	3
(filmRef)3725	2
(filmRef)3726	2
(filmRef)3727	2
(filmRef)3728	2
(filmRef)3729	2
(filmRef)3730	2
(filmRef)3731	2
(filmRef)3732	2
(filmRef)3733	2
(filmRef)3734	2
(filmRef)3735	10
(filmRef)3736	19
(filmRef)3737	19
(filmRef)3738	19
(filmRef)3739	14
(filmRef)3740	19
(filmRef)3741	14
(filmRef)3742	14
(filmRef)3743	11
(filmRef)3745	14
(filmRef)3746	11
(filmRef)3747	11
(filmRef)3748	11
(filmRef)3749	11
(filmRef)3750	14
(filmRef)3751	10
(filmRef)3752	14
(filmRef)3753	14
(filmRef)3754	18
(filmRef)3755	6
(filmRef)3756	11
(filmRef)3757	10
(filmRef)3758	13
(filmRef)3759	13
(filmRef)3760	16
(filmRef)3761	13
(filmRef)3762	11
(filmRef)3763	1
(filmRef)3764	11
(filmRef)3765	18
(filmRef)3766	11
(filmRef)3767	11
(filmRef)3768	14
(filmRef)3769	7
(filmRef)3770	2
(filmRef)3771	2
(filmRef)3772	2
(filmRef)3773	2
(filmRef)3774	2
(filmRef)3775	3
(filmRef)3776	2
(filmRef)3777	2
(filmRef)3778	3
(filmRef)3779	18
(filmRef)3780	2
(filmRef)3781	2
(filmRef)3782	13
(filmRef)3783	3
(filmRef)3784	14
(filmRef)3785	3
(filmRef)3786	14
(filmRef)3787	3
(filmRef)3788	14
(filmRef)3789	10
(filmRef)3790	11
(filmRef)3791	11
(filmRef)3792	11
(filmRef)3793	13
(filmRef)3794	10
(filmRef)3795	10
(filmRef)3796	11
(filmRef)3797	11
(filmRef)3798	11
(filmRef)3799	11
(filmRef)3800	14
(filmRef)3801	3
(filmRef)3802	3
(filmRef)3803	10
(filmRef)3804	10
(filmRef)3805	10
(filmRef)3806	10
(filmRef)3807	10
(filmRef)3808	11
(filmRef)3809	3
(filmRef)3810	3
(filmRef)3811	10
(filmRef)3812	10
(filmRef)3813	3
(filmRef)3814	3
(filmRef)3815	3
(filmRef)3816	6
(filmRef)3817	2
(filmRef)3818	11
(filmRef)3819	3
(filmRef)3820	3
(filmRef)3821	2
(filmRef)3822	3
(filmRef)3823	10
(filmRef)3824	3
(filmRef)3825	13
(filmRef)3826	10
(filmRef)3827	10
(filmRef)3828	11
(filmRef)3829	2
(filmRef)3830	2
(filmRef)3831	3
(filmRef)3832	11
(filmRef)3833	2
(filmRef)3834	14
(filmRef)3835	2
(filmRef)3836	3
(filmRef)3837	3
(filmRef)3838	13
(filmRef)3839	10
(filmRef)3840	3
(filmRef)3841	11
(filmRef)3842	13
(filmRef)3843	2
(filmRef)3845	18
(filmRef)3846	11
(filmRef)3847	14
(filmRef)3848	10
(filmRef)3850	2
(filmRef)3851	13
(filmRef)3852	2
(filmRef)3853	11
(filmRef)3854	11
(filmRef)3855	2
(filmRef)3857	2
(filmRef)3858	2
(filmRef)3859	11
(filmRef)3860	11
(filmRef)3861	11
(filmRef)3862	11
(filmRef)3863	11
(filmRef)3864	11
(filmRef)3865	11
(filmRef)3866	14
(filmRef)3867	11
(filmRef)3868	10
(filmRef)3869	10
(filmRef)3870	10
(filmRef)3871	11
(filmRef)3872	13
(filmRef)3873	3
(filmRef)3874	14
(filmRef)3875	13
(filmRef)3876A	13
(filmRef)3876B	11
(filmRef)3877	10
(filmRef)3878	13
(filmRef)3879	7
(filmRef)3880	11
(filmRef)3881	11
(filmRef)3883	10
(filmRef)3884	13
(filmRef)3885	10
(filmRef)3886	14
(filmRef)3887	10
(filmRef)3888	10
(filmRef)3889	10
(filmRef)3890	14
(filmRef)3891	13
(filmRef)3892	11
(filmRef)3893	2
(filmRef)3894	10
(filmRef)3896	13
(filmRef)3897	11
(filmRef)3898	10
(filmRef)3899	11
(filmRef)3900	3
(filmRef)3901	11
(filmRef)3902	13
(filmRef)3903	11
(filmRef)3904	10
(filmRef)3905	11
(filmRef)3906	11
(filmRef)3907	3
(filmRef)3908	16
(filmRef)3909	13
(filmRef)3910	11
(filmRef)3911	10
(filmRef)3912	11
(filmRef)3913	13
(filmRef)3914	2
(filmRef)3915	13
(filmRef)3916	11
(filmRef)3917	13
(filmRef)3918	13
(filmRef)3919	11
(filmRef)3920	10
(filmRef)3921	10
(filmRef)3922	11
(filmRef)3923	11
(filmRef)3924	6
(filmRef)3925	10
(filmRef)3926	14
(filmRef)3927	11
(filmRef)3928	11
(filmRef)3929	1
(filmRef)3930	14
(filmRef)3931	14
(filmRef)3932	14
(filmRef)3933	3
(filmRef)3934	13
(filmRef)3935	3
(filmRef)3936	10
(filmRef)3937	14
(filmRef)3938	13
(filmRef)3939	13
(filmRef)3940	10
(filmRef)3941	10
(filmRef)3942	13
(filmRef)3943	10
(filmRef)3944	13
(filmRef)3945	11
(filmRef)3946	11
(filmRef)3947	11
(filmRef)3948	2
(filmRef)3949	1
(filmRef)3950	13
(filmRef)3952	10
(filmRef)3953	11
(filmRef)3954	14
(filmRef)3955	14
(filmRef)3958	11
(filmRef)3959	18
(filmRef)3960	13
(filmRef)3961	10
(filmRef)3962	10
(filmRef)3963	13
(filmRef)3964	2
(filmRef)3965	10
(filmRef)3966	13
(filmRef)3967	11
(filmRef)3969	11
(filmRef)3970	11
(filmRef)3971	10
(filmRef)3972	1
(filmRef)3973	14
(filmRef)3974	18
(filmRef)3975	14
(filmRef)3976	14
(filmRef)3977	13
(filmRef)3978	10
(filmRef)3979	14
(filmRef)3980	14
(filmRef)3981	10
(filmRef)3982	14
(filmRef)3983	10
(filmRef)3984	6
(filmRef)3985	6
(filmRef)3986	14
(filmRef)3987	14
(filmRef)3988	11
(filmRef)3989	1
(filmRef)3990	11
(filmRef)3991	10
(filmRef)3992	13
(filmRef)3993	3
(filmRef)3994	10
(filmRef)3995	13
(filmRef)3996	1
(filmRef)3997	6
(filmRef)3998	7
(filmRef)3999	2
(filmRef)4000	13
(filmRef)4001	11
(filmRef)4002	10
(filmRef)4003	11
(filmRef)4004	14
(filmRef)4005	14
(filmRef)4006	13
(filmRef)4007	13
(filmRef)4008	11
(filmRef)4009	14
(filmRef)4010	3
(filmRef)4011	10
(filmRef)4012	14
(filmRef)4013	14
(filmRef)4014	14
(filmRef)4015	13
(filmRef)4016	10
(filmRef)4017	3
(filmRef)4018	13
(filmRef)4020	18
(filmRef)4021	14
(filmRef)4022	6
(filmRef)4023	14
(filmRef)4024	14
(filmRef)4025	14
(filmRef)4027	7
(filmRef)4028	6
(filmRef)4030	10
(filmRef)4031	14
(filmRef)4032	11
(filmRef)4033	14
(filmRef)4034	10
(filmRef)4035	11
(filmRef)4036	10
(filmRef)4037	10
(filmRef)4039	14
(filmRef)4040	3
(filmRef)4041	11
(filmRef)4042	10
(filmRef)4043	13
(filmRef)4045	10
(filmRef)4046	10
(filmRef)4048	11
(filmRef)4049	1
(filmRef)4050	14
(filmRef)4051	10
(filmRef)4052	13
(filmRef)4053	10
(filmRef)4055	14
(filmRef)4056	10
(filmRef)4057	3
(filmRef)4058	11
(filmRef)4059	6
(filmRef)4060	10
(filmRef)4061	10
(filmRef)4062	10
(filmRef)4063	10
(filmRef)4064	3
(filmRef)4065	10
(filmRef)4066	11
(filmRef)4067	13
(filmRef)4069	14
(filmRef)4070	11
(filmRef)4071	11
(filmRef)4072	13
(filmRef)4073	11
(filmRef)4074	10
(filmRef)4075	13
(filmRef)4076	13
(filmRef)4077	6
(filmRef)4078	11
(filmRef)4079	11
(filmRef)4080	10
(filmRef)4081	13
(filmRef)4083	10
(filmRef)4084	1
(filmRef)4085	2
(filmRef)4086	14
(filmRef)4087	10
(filmRef)4088	13
(filmRef)4089	10
(filmRef)4090	11
(filmRef)4091	11
(filmRef)4093	13
(filmRef)4094	13
(filmRef)4095	10
(filmRef)4096	3
(filmRef)4097	10
(filmRef)4099	11
(filmRef)4100	11
(filmRef)4101	13
(filmRef)4102	11
(filmRef)4103	10
(filmRef)4104	10
(filmRef)4105	11
(filmRef)4106	13
(filmRef)4107	10
(filmRef)4108	10
(filmRef)4109	2
(filmRef)4110	10
(filmRef)4111	3
(filmRef)4112	13
(filmRef)4114	11
(filmRef)4115	13
(filmRef)4116	13
(filmRef)4117	10
(filmRef)4118	10
(filmRef)4119	10
(filmRef)4120	13
(filmRef)4121	11
(filmRef)4122	2
(filmRef)4123	10
(filmRef)4124	10
(filmRef)4125	11
(filmRef)4126	11
(filmRef)4132	11
(filmRef)4133	10
(filmRef)4134	13
(filmRef)4135	13
(filmRef)4136	11
(filmRef)4137	10
(filmRef)4138	11
(filmRef)4139	11
(filmRef)4140	11
(filmRef)4141	13
(filmRef)4142	13
(filmRef)4143	10
(filmRef)4144	18
(filmRef)4145	10
(filmRef)4146	11
(filmRef)4147	10
(filmRef)4148	13
(filmRef)4149	11
(filmRef)4150	10
(filmRef)4151	11
(filmRef)4152	13
(filmRef)4153	11
(filmRef)4154	18
(filmRef)4156	11
(filmRef)4157	9
(filmRef)4158	11
(filmRef)4159	1
(filmRef)4160	11
(filmRef)4161	13
(filmRef)4162	13
(filmRef)4163	10
(filmRef)4164	11
(filmRef)4165	9
(filmRef)4166	11
(filmRef)4167	11
(filmRef)4168	13
(filmRef)4169	10
(filmRef)4171	11
(filmRef)4172	10
(filmRef)4173	13
(filmRef)4174	9
(filmRef)4175	6
(filmRef)4176	11
(filmRef)4177	11
(filmRef)4178	10
(filmRef)4179	11
(filmRef)4180	10
(filmRef)4181	11
(filmRef)4183	11
(filmRef)4184	2
(filmRef)4185	11
(filmRef)4186	11
(filmRef)4188	13
(filmRef)4189	9
(filmRef)4190	3
(filmRef)4191	9
(filmRef)4192	11
(filmRef)4193	11
(filmRef)4194	10
(filmRef)4195	10
(filmRef)4196	10
(filmRef)4197	11
(filmRef)4198	11
(filmRef)4199	1
(filmRef)4200	11
(filmRef)4201	10
(filmRef)4203	10
(filmRef)4204	11
(filmRef)4205	10
(filmRef)4206	2
(filmRef)4207	19
(filmRef)4208	11
(filmRef)4209	13
(filmRef)4210	13
(filmRef)4212	13
(filmRef)4213	14
(filmRef)4214	14
(filmRef)4215	13
(filmRef)4216	7
(filmRef)4217	2
(filmRef)4219	13
(filmRef)4220	10
(filmRef)4221	2
(filmRef)4222	2
(filmRef)4223	1
(filmRef)4224	1
(filmRef)4225	10
(filmRef)4226	11
(filmRef)4227	10
(filmRef)4228	18
(filmRef)4229	1
(filmRef)4230	1
(filmRef)4232	1
(filmRef)4233	10
(filmRef)4234	11
(filmRef)4235	11
(filmRef)4237	13
(filmRef)4238	10
(filmRef)4239	14
(filmRef)4240	14
(filmRef)4241	11
(filmRef)4242	1
(filmRef)4243	11
(filmRef)4244	1
(filmRef)4245	1
(filmRef)4246	13
(filmRef)4247	2
(filmRef)4248	1
(filmRef)4249	14
(filmRef)4250	11
(filmRef)4251	3
(filmRef)4252	1
(filmRef)4253	11
(filmRef)4254	13
(filmRef)4255	14
(filmRef)4256	2
(filmRef)4258	13
(filmRef)4259	13
(filmRef)4260	14
(filmRef)4261	11
(filmRef)4262	10
(filmRef)4263	3
(filmRef)4264	6
(filmRef)4265	10
(filmRef)4266	14
(filmRef)4267	11
(filmRef)4268	13
(filmRef)4269	10
(filmRef)4270	13
(filmRef)4271	14
(filmRef)4273	13
(filmRef)4274	13
(filmRef)4275	13
(filmRef)4276	11
(filmRef)4277	2
(filmRef)4278	2
(filmRef)4279	11
(filmRef)4280	10
(filmRef)4283	2
(filmRef)4284	11
(filmRef)4285	10
(filmRef)4286	11
(filmRef)4287	11
(filmRef)4288	13
(filmRef)4289	10
(filmRef)4290	1
(filmRef)4291	1
(filmRef)4292	14
(filmRef)4293	10
(filmRef)4294	0
(filmRef)4295	13
(filmRef)4296	10
(filmRef)4297	2
(filmRef)4298	14
(filmRef)4299	11
(filmRef)4300	11
(filmRef)4301	14
(filmRef)4302	6
(filmRef)4303	1
(filmRef)4304	11
(filmRef)4305	11
(filmRef)4306	11
(filmRef)4307	11
(filmRef)4308	11
(filmRef)4309	11
(filmRef)4311	11
(filmRef)4312	13
(filmRef)4313	14
(filmRef)4316	11
(filmRef)4317	11
(filmRef)4318	3
(filmRef)4319	0
(filmRef)4320	14
(filmRef)4321	14
(filmRef)4322	13
(filmRef)4323	13
(filmRef)4324	10
(filmRef)4325	13
(filmRef)4326	10
(filmRef)4327	10
(filmRef)4328	14
(filmRef)4329	0
(filmRef)4330	1
(filmRef)4331	3
(filmRef)4332	3
(filmRef)4333	3
(filmRef)4334	3
(filmRef)4335	10
(filmRef)4336	3
(filmRef)4337	3
(filmRef)4338	3
(filmRef)4339	14
(filmRef)4340	3
(filmRef)4341	14
(filmRef)4342	11
(filmRef)4343	2
(filmRef)4344	10
(filmRef)4345	14
(filmRef)4346	2
(filmRef)4347	2
(filmRef)4348	3
(filmRef)4349	3
(filmRef)4350	10
(filmRef)4351	3
(filmRef)4352	14
(filmRef)4355	3
(filmRef)4358	3
(filmRef)4360	14
(filmRef)4361	11
(filmRef)4363	10
(filmRef)4364	10
(filmRef)4365	13
(filmRef)4366	11
(filmRef)4367	13
(filmRef)4368	13
(filmRef)4369	13
(filmRef)4370	13
(filmRef)4371	2
(filmRef)4372	10
(filmRef)4373	10
(filmRef)4374	3
(filmRef)4375	3
(filmRef)4376	2
(filmRef)4377	2
(filmRef)4380	3
(filmRef)4383	10
(filmRef)4386	1
(filmRef)4387	14
(filmRef)4388	2
(filmRef)4389	14
(filmRef)4390	11
(filmRef)4391	10
(filmRef)4393	13
(filmRef)4407	13
(filmRef)4408	13
(filmRef)4409	13
(filmRef)4410	13
(filmRef)4411	13
(filmRef)4412	14
(filmRef)4413	11
(filmRef)4414	11
(filmRef)4415	10
(filmRef)4416	11
(filmRef)4417	11
(filmRef)4418	6
(filmRef)4419	6
(filmRef)4420	14
(filmRef)4422	2
(filmRef)4423	11
(filmRef)4424	2
(filmRef)4425	14
(filmRef)4426	11
(filmRef)4427	11
(filmRef)4429	11
(filmRef)4430	11
(filmRef)4431	11
(filmRef)4432	6
(filmRef)4433	11
(filmRef)4434	13
(filmRef)4435	10
(filmRef)4436	10
(filmRef)4437	10
(filmRef)4438	10
(filmRef)4439	10
(filmRef)4440	10
(filmRef)4441	11
(filmRef)4442	10
(filmRef)4443	11
(filmRef)4444	11
(filmRef)4444A	11
(filmRef)4446	11
(filmRef)4447	11
(filmRef)4448	10
(filmRef)4449	10
(filmRef)4450	11
(filmRef)4451	9
(filmRef)4452	9
(filmRef)4453	9
(filmRef)4454	10
(filmRef)4455	11
(filmRef)4456	0
(filmRef)4457	1
(filmRef)4458	3
(filmRef)4459	14
(filmRef)4460	0
(filmRef)4461	13
(filmRef)4462	13
(filmRef)4463	13
(filmRef)4464	2
(filmRef)4465	11
(filmRef)4466	2
(filmRef)4467	6
(filmRef)4468	18
(filmRef)4469	6
(filmRef)4470	10
(filmRef)4471	11
(filmRef)4472	13
(filmRef)4473	11
(filmRef)4474	2
(filmRef)4475	11
(filmRef)4476	11
(filmRef)4477	2
(filmRef)4478	11
(filmRef)4479	2
(filmRef)4480	2
(filmRef)4481	14
(filmRef)4482	14
(filmRef)4483	14
(filmRef)4484	14
(filmRef)4485	3
(filmRef)4486	3
(filmRef)4487	11
(filmRef)4488	13
(filmRef)4489	3
(filmRef)4490	14
(filmRef)4491	19
(filmRef)4492	6
(filmRef)4493	2
(filmRef)4494	2
(filmRef)4495	14
(filmRef)4496	14
(filmRef)4497	2
(filmRef)4498	19
(filmRef)4499	3
(filmRef)4500	19
(filmRef)4501	10
(filmRef)4502	14
(filmRef)4503	14
(filmRef)4504	13
(filmRef)4505	13
(filmRef)4506	19
(filmRef)4507	13
(filmRef)4508	1
(filmRef)4509	3
(filmRef)4510	10
(filmRef)4511	2
(filmRef)4512	2
(filmRef)4513	13
(filmRef)4514	13
(filmRef)4515	2
(filmRef)4516	14
(filmRef)4517	10
(filmRef)4518	11
(filmRef)4519	3
(filmRef)4520	14
(filmRef)4522	6
(filmRef)4523	14
(filmRef)4524	3
(filmRef)4525	10
(filmRef)4526	11
(filmRef)4528	11
(filmRef)4529	10
(filmRef)4530	10
(filmRef)4531	10
(filmRef)4532	10
(filmRef)4533	10
(filmRef)4534	10
(filmRef)4535	10
(filmRef)4536	10
(filmRef)4537	10
(filmRef)4538	10
(filmRef)4539	10
(filmRef)4540	10
(filmRef)4541	10
(filmRef)4542	2
(filmRef)4543	13
(filmRef)4544	14
(filmRef)4545	18
(filmRef)4546	14
(filmRef)4547	10
(filmRef)4548	2
(filmRef)4549	14
(filmRef)4550	10
(filmRef)4551	6
(filmRef)4552	10
(filmRef)4553	10
(filmRef)4554	10
(filmRef)4555	2
(filmRef)4556	13
(filmRef)4557	3
(filmRef)4558	13
(filmRef)4559	19
(filmRef)4560	14
(filmRef)4561	2
(filmRef)4562	14
(filmRef)4563	14
(filmRef)4564	14
(filmRef)4565	3
(filmRef)4567	14
(filmRef)4568	10
(filmRef)4569	3
(filmRef)4570	6
(filmRef)4571	3
(filmRef)4572	7
(filmRef)4573	10
(filmRef)4574	2
(filmRef)4575	6
(filmRef)4576	2
(filmRef)4577	13
(filmRef)4578	2
(filmRef)4579	2
(filmRef)4580	2
(filmRef)4581	2
(filmRef)4582	2
(filmRef)4583	2
(filmRef)4584	2
(filmRef)4585	2
(filmRef)4586	2
(filmRef)4587	2
(filmRef)4588	2
(filmRef)4589	2
(filmRef)4590	2
(filmRef)4591	2
(filmRef)4592	2
(filmRef)4593	2
(filmRef)4594	2
(filmRef)4595	13
(filmRef)4596	6
(filmRef)4597	2
(filmRef)4598	2
(filmRef)4599	2
(filmRef)4600	2
(filmRef)4601	2
(filmRef)4602	3
(filmRef)4603	2
(filmRef)4604	10
(filmRef)4605	19
(filmRef)4606	3
(filmRef)4607	2
(filmRef)4608	3
(filmRef)4609	3
(filmRef)4610	6
(filmRef)4611	10
(filmRef)4612	10
(filmRef)4613	14
(filmRef)4614	13
(filmRef)4615	2
(filmRef)4616	2
(filmRef)4617	2
(filmRef)4618	2
(filmRef)4619	2
(filmRef)4620	19
(filmRef)4621	14
(filmRef)4622	19
(filmRef)4623	2
(filmRef)4624	19
(filmRef)4625	2
(filmRef)4626	19
(filmRef)4627	2
(filmRef)4632	6
(filmRef)4633	14
(filmRef)4634	3
(filmRef)4635	10
(filmRef)4636	10
(filmRef)4637	10
(filmRef)4638	2
(filmRef)4639	14
(filmRef)4640	14
(filmRef)4641	13
(filmRef)4642	13
(filmRef)4643	3
(filmRef)4644	13
(filmRef)4645	10
(filmRef)4646	13
(filmRef)4647	14
(filmRef)4648	3
(filmRef)4649	13
(filmRef)4650	10
(filmRef)4651	14
(filmRef)4652	10
(filmRef)4653	10
(filmRef)4654	14
(filmRef)4655	14
(filmRef)4656	14
(filmRef)4657	14
(filmRef)4658	14
(filmRef)4659	14
(filmRef)4660	14
(filmRef)4665	10
(filmRef)4667	2
(filmRef)4671	14
(filmRef)4672	14
(filmRef)4673	11
(filmRef)4674	10
(filmRef)4675	11
(filmRef)4676	11
(filmRef)4677	14
(filmRef)4678	10
(filmRef)4679	10
(filmRef)4680	11
(filmRef)4682	10
(filmRef)4683	10
(filmRef)4684	10
(filmRef)4685	10
(filmRef)4686	13
(filmRef)4687	10
(filmRef)4688	10
(filmRef)4689	10
(filmRef)4690	10
(filmRef)4691	10
(filmRef)4693	3
(filmRef)4694	3
(filmRef)4695	3
(filmRef)4696	10
(filmRef)4697	11
(filmRef)4698	2
(filmRef)4702	10
(filmRef)4703	11
(filmRef)4704	11
(filmRef)4705	10
(filmRef)4706	11
(filmRef)4707	10
(filmRef)4708	9
(filmRef)4713	10
(filmRef)4714	10
(filmRef)4715	0
(filmRef)4716	14
(filmRef)4717	10
(filmRef)4718	10
(filmRef)4719	10
(filmRef)4720	0
(filmRef)4721	10
(filmRef)4722	11
(filmRef)4723	11
(filmRef)4724	11
(filmRef)4725	11
(filmRef)4726	11
(filmRef)4727	11
(filmRef)4728	1
(filmRef)4729	10
(filmRef)4730	10
(filmRef)4731	11
(filmRef)4732	11
(filmRef)4733	11
(filmRef)4734	11
(filmRef)4735	11
(filmRef)4736	11
(filmRef)4737	11
(filmRef)4738	2
(filmRef)4739	11
(filmRef)4740	10
(filmRef)4741	10
(filmRef)4742	10
(filmRef)4743	10
(filmRef)4744	10
(filmRef)4745	11
(filmRef)4746	11
(filmRef)4747	0
(filmRef)4748	11
(filmRef)4749	11
(filmRef)4750	10
(filmRef)4751	10
(filmRef)4752	11
(filmRef)4753	10
(filmRef)4754	1
(filmRef)4755	18
(filmRef)4756	18
(filmRef)4757	18
(filmRef)4760	18
(filmRef)4762	18
(filmRef)4763	18
(filmRef)4764	18
(filmRef)4765	18
(filmRef)4766	18
(filmRef)4767	18
(filmRef)4768	14
(filmRef)4769	1
(filmRef)4770	18
(filmRef)4771	18
(filmRef)4772	18
(filmRef)4773	18
(filmRef)4774	18
(filmRef)4775	18
(filmRef)4776	18
(filmRef)4777	18
(filmRef)4778	13
(filmRef)4779	18
(filmRef)4780	18
(filmRef)4781	18
(filmRef)4782	18
(filmRef)4783	18
(filmRef)4784	11
(filmRef)4785	18
(filmRef)4786	18
(filmRef)4787	18
(filmRef)4788	18
(filmRef)4789	18
(filmRef)4790	14
(filmRef)4791	18
(filmRef)4792	18
(filmRef)4793	1
(filmRef)4794	1
(filmRef)4795	1
(filmRef)4796	18
(filmRef)4797	18
(filmRef)4798	18
(filmRef)4799	18
(filmRef)4800	18
(filmRef)4801	18
(filmRef)4802	18
(filmRef)4803	18
(filmRef)4804	18
(filmRef)4805	13
(filmRef)4806	18
(filmRef)4807	18
(filmRef)4808	18
(filmRef)4809	11
(filmRef)4810	11
(filmRef)4811	18
(filmRef)4812	18
(filmRef)4813	18
(filmRef)4814	1
(filmRef)4815	18
(filmRef)4816	18
(filmRef)4817	11
(filmRef)4818	10
(filmRef)4819	10
(filmRef)4820	10
(filmRef)4821	0
(filmRef)4822	18
(filmRef)4823	11
(filmRef)4824	1
(filmRef)4825	18
(filmRef)4828	9
(filmRef)4829	1
(filmRef)4830	11
(filmRef)4831	1
(filmRef)4832	9
(filmRef)4833	1
(filmRef)4834	9
(filmRef)4835	11
(filmRef)4836	9
(filmRef)4837	7
(filmRef)4838	7
(filmRef)4839	1
(filmRef)4840	1
(filmRef)4841	1
(filmRef)4842	1
(filmRef)4843	1
(filmRef)4845	1
(filmRef)4846	1
(filmRef)4847	9
(filmRef)4848	9
(filmRef)4849	9
(filmRef)4850	9
(filmRef)4851	18
(filmRef)4852	9
(filmRef)4853	9
(filmRef)4854	9
(filmRef)4855	9
(filmRef)4856	11
(filmRef)4857	7
(filmRef)4858	1
(filmRef)4859	1
(filmRef)4860	1
(filmRef)4861	1
(filmRef)4863	1
(filmRef)4864	1
(filmRef)4865	1
(filmRef)4866	9
(filmRef)4867	18
(filmRef)4868	1
(filmRef)4869	10
(filmRef)4870	1
(filmRef)4871	1
(filmRef)4872	1
(filmRef)4875	9
(filmRef)4876	9
(filmRef)4877	7
(filmRef)4878	9
(filmRef)4881	1
(filmRef)4883	9
(filmRef)4885	1
(filmRef)4888	1
(filmRef)4889	1
(filmRef)4890	9
(filmRef)4891	1
(filmRef)4892	1
(filmRef)4893	1
(filmRef)4894	1
(filmRef)4895	9
(filmRef)4896	1
(filmRef)4897	14
(filmRef)4898	14
(filmRef)4899	1
(filmRef)4900	1
(filmRef)4901	9
(filmRef)4902	1
(filmRef)4903	1
(filmRef)4904	1
(filmRef)4906	1
(filmRef)4907	1
(filmRef)4908	9
(filmRef)4909	1
(filmRef)4910	13
(filmRef)4911	1
(filmRef)4912	9
(filmRef)4913	9
(filmRef)4914	1
(filmRef)4915	1
(filmRef)4916	1
(filmRef)4917	1
(filmRef)4918	11
(filmRef)4919	11
(filmRef)4920	11
(filmRef)4921	9
(filmRef)4922	1
(filmRef)4925	1
(filmRef)4926	9
(filmRef)4927	11
(filmRef)4929	18
(filmRef)4930	1
(filmRef)4931	18
(filmRef)4932	18
(filmRef)4933	18
(filmRef)4934	18
(filmRef)4935	18
(filmRef)4936	18
(filmRef)4937	13
(filmRef)4938	18
(filmRef)4939	18
(filmRef)4940	18
(filmRef)4941	10
(filmRef)4942	11
(filmRef)4943	18
(filmRef)4944	18
(filmRef)4945	18
(filmRef)4946	18
(filmRef)4947	1
(filmRef)4948	18
(filmRef)4949	18
(filmRef)4950	18
(filmRef)4951	18
(filmRef)4952	13
(filmRef)4953	18
(filmRef)4954	18
(filmRef)4955	13
(filmRef)4956	18
(filmRef)4957	18
(filmRef)4958	18
(filmRef)4959	11
(filmRef)4960	18
(filmRef)4961	18
(filmRef)4962	18
(filmRef)4963	18
(filmRef)4964	18
(filmRef)4966	18
(filmRef)4967	7
(filmRef)4968	0
(filmRef)4969	11
(filmRef)4970	6
(filmRef)4971	13
(filmRef)4972	13
(filmRef)4973	13
(filmRef)4974	13
(filmRef)4975	13
(filmRef)4976	10
(filmRef)4977	2
(filmRef)4978	10
(filmRef)4979	13
(filmRef)4980	11
(filmRef)4981	11
(filmRef)4982	12
(filmRef)4983	11
(filmRef)4984	11
(filmRef)4985	13
(filmRef)4987	10
(filmRef)4988	10
(filmRef)4989	3
(filmRef)4990	3
(filmRef)4991	3
(filmRef)4992	3
(filmRef)4993	13
(filmRef)4994	10
(filmRef)4995	10
(filmRef)4996	18
(filmRef)4997	10
(filmRef)4998	13
(filmRef)4999	11
(filmRef)5000	13
(filmRef)5001	3
(filmRef)5002	14
(filmRef)5003	3
(filmRef)5004	11
(filmRef)5005	14
(filmRef)5006	13
(filmRef)5007	1
(filmRef)5008	13
(filmRef)5009	13
(filmRef)5010	1
(filmRef)5011	11
(filmRef)5012	11
(filmRef)5013	13
(filmRef)5014	11
(filmRef)5015	13
(filmRef)5016	10
(filmRef)5017	1
(filmRef)5018	18
(filmRef)5019	18
(filmRef)5020	1
(filmRef)5021	13
(filmRef)5022	13
(filmRef)5023	13
(filmRef)5024	1
(filmRef)5025	3
(filmRef)5026	1
(filmRef)5027	1
(filmRef)5029	18
(filmRef)5030	18
(filmRef)5031	14
(filmRef)5032	14
(filmRef)5034	14
(filmRef)5035	7
(filmRef)5036	13
(filmRef)5037	13
(filmRef)5038	13
(filmRef)5039	10
(filmRef)5040	10
(filmRef)5041	11
(filmRef)5042	10
(filmRef)5043	6
(filmRef)5046	3
(filmRef)5047	14
(filmRef)5048	1
(filmRef)5049	13
(filmRef)5050	18
