film_ref	title	tfidf_cluster	tc_pattern	has_shotlist	has_timecodes	has_grampian_tc	has_standard_tc	desc_word_count
(filmRef)22841	[STEELE, E. H. LTD]	16.0	C_shotlist_no_tc	True	False	False	False	56
(filmRef)22842	[STEELE, E. H. LTD (NEGATIVE)]	16.0	C_shotlist_no_tc	True	False	False	False	87
(filmRef)22843	[STEREO FILM (1)]	3.0	C_shotlist_no_tc	True	False	False	False	57
(filmRef)22844	[STEREO FILM (2)]	16.0	C_shotlist_no_tc	True	False	False	False	52
(filmRef)22845	[STEVENSON, HUGH & SONS LTD]	16.0	C_shotlist_no_tc	True	False	False	False	126
(filmRef)22846	[STEWART, RALPH W.]	16.0	C_shotlist_no_tc	True	False	False	False	110
(filmRef)22847	[STOCKTONS (CLAYCROSS) LTD (1)]	16.0	C_shotlist_no_tc	True	False	False	False	49
(filmRef)22848	[STOCKTONS (CLAYCROSS) LTD (2)]	16.0	C_shotlist_no_tc	True	False	False	False	79
(filmRef)22849	[STOCKTONS (CLAYCROSS) LTD (3)]	16.0	C_shotlist_no_tc	True	False	False	False	73
(filmRef)2285	OSMOSIS	11.0	A_standard_shotlist_tc	True	True	False	True	29
(filmRef)22850	[STOCKTONS (CLAYCROSS) LTD (4)]	16.0	C_shotlist_no_tc	True	False	False	False	49
(filmRef)22851	[STOCKTONS (CLAYCROSS) LTD (5)]	16.0	C_shotlist_no_tc	True	False	False	False	69
(filmRef)22852	[STOCKTONS (CLAYCROSS) LTD (6)]	16.0	C_shotlist_no_tc	True	False	False	False	71
(filmRef)22853	[STOCKTONS (CLAYCROSS) LTD (7)]	16.0	C_shotlist_no_tc	True	False	False	False	50
(filmRef)22854	[STONEGATE FARMERS LTD (1)]	16.0	C_shotlist_no_tc	True	False	False	False	77
(filmRef)22855	[STONEGATE FARMERS LTD (2)]	16.0	C_shotlist_no_tc	True	False	False	False	78
(filmRef)22856	[STONEGATE FARMERS LTD (3)]	16.0	C_shotlist_no_tc	True	False	False	False	44
(filmRef)22857	[STOTHERTS LTD (1)]	16.0	C_shotlist_no_tc	True	False	False	False	167
(filmRef)22858	[STOTHERTS LTD (5)]	16.0	C_shotlist_no_tc	True	False	False	False	160
(filmRef)22859	[SWASTIKA LAUNDRY]	16.0	C_shotlist_no_tc	True	False	False	False	50
(filmRef)2286	GOING TO MARKET	11.0	A_standard_shotlist_tc	True	True	False	True	28
(filmRef)22860	[TATE & LYLE (1)]	16.0	C_shotlist_no_tc	True	False	False	False	196
(filmRef)22861	[TATE & LYLE (4)]	16.0	C_shotlist_no_tc	True	False	False	False	139
(filmRef)22862	[TATE & LYLE (5)]	16.0	C_shotlist_no_tc	True	False	False	False	52
(filmRef)22863	[TELEPHONE CONDENSER]	16.0	C_shotlist_no_tc	True	False	False	False	30
(filmRef)22864	[TEMPLETON'S TRAINING]	16.0	C_shotlist_no_tc	True	False	False	False	109
(filmRef)22865	[TEST FILM (1)]		C_shotlist_no_tc	True	False	False	False	20
(filmRef)22866	[TEST FILM (2)]	16.0	C_shotlist_no_tc	True	False	False	False	44
(filmRef)22867	[TEST FILM (3)]		C_shotlist_no_tc	True	False	False	False	25
(filmRef)22868	[TEST FILM (4)]	16.0	C_shotlist_no_tc	True	False	False	False	70
(filmRef)22869	[TEST FILM (5)]	11.0	C_shotlist_no_tc	True	False	False	False	152
(filmRef)2287	POTTERY AS A SCHOOL CRAFT	11.0	A_standard_shotlist_tc	True	True	False	True	86
(filmRef)22870	[THERBLIGS]	16.0	C_shotlist_no_tc	True	False	False	False	264
(filmRef)22871	[THERMOWALL INSULATION]	16.0	C_shotlist_no_tc	True	False	False	False	59
(filmRef)22872	[THYNE, WILLIAM LTD (1)]	16.0	C_shotlist_no_tc	True	False	False	False	46
(filmRef)22873	[THYNE, WILLIAM LTD (2)]	16.0	C_shotlist_no_tc	True	False	False	False	115
(filmRef)22874	[THYNE, WILLIAM LTD (3)]	16.0	C_shotlist_no_tc	True	False	False	False	93
(filmRef)22875	[THYNE, WILLIAM LTD (4)]	16.0	C_shotlist_no_tc	True	False	False	False	81
