film_ref	title	year	genre_tag	genre_tag_raw	desc_word_count	n_desc_fields	has_shotlist	has_reels	has_credit_line	credit_text	n_subjects	has_timecodes	timecode_count	n_creators
(filmRef)T1051	[JOHN DAVIES AT RAVENSCRAIG]	1971.0	non-fiction	non-fiction	39	4	True	False	False		0	True	3	0
(filmRef)T1052	[MONTE CARLO RALLY]	1973.0	non-fiction	non-fiction	50	4	True	False	False		0	True	8	0
(filmRef)T1053	[LANIMER DAY, LANARK]	1971.0	non-fiction; television news	non-fiction; television news	51	5	True	False	True	reporter Bill Tennent	2	True	4	0
(filmRef)T1054	[MUSSELBURGH 'FISHERMAN'S WALK']	1972.0	non-fiction; television news	non-fiction; television news	83	4	True	False	True	Fisherman's Walk	1	True	5	0
(filmRef)T1055	[ARRAN FIRE TENDER]	1975.0	non-fiction; television documentary	non-fiction; television documentary	81	4	True	False	True	THS 825	1	True	5	0
(filmRef)T1056	[WARTIME MIDGET SUB FOUND IN CLYDE]	1972.0	non-fiction	non-fiction	45	4	True	False	False		0	True	2	0
(filmRef)T1057	[HARRY BANNERMAN, GOLFER]	1971.0	non-fiction	non-fiction	43	4	True	False	False		0	True	2	0
(filmRef)T1058	[SCOTTISH CONSERVATIVE PARTY CONFERENCE 1972]	1972.0	non-fiction	non-fiction	207	4	True	False	True	SCOTTISH CONSERVATIVE PARTY CONFERENCE 1972	0	True	5	0
(filmRef)T1059	[MALLAIG FISH FACTORY]	1974.0	non-fiction	non-fiction	31	4	True	False	True	MALLIAG FISH FACTORY	0	True	2	0
(filmRef)T1060	[ALHAMBRA THEATRE, GLASGOW]	1971.0	non-fiction; television news	non-fiction; television news	79	4	True	False	True	ALHAMBRA THEATRE, GLASGOW	3	True	3	0
(filmRef)T1061	[INVERLOCHY HOTEL]	1973.0	non-fiction	non-fiction	29	4	True	False	True	INVERLOCHY HOTEL	0	True	4	0
(filmRef)T1062	[PLUSCARDEN PRIORY, ELGIN]	1973.0	non-fiction	non-fiction	47	4	True	False	True	PLUSCARDEN PRIORY, ELGIN	0	True	9	0
(filmRef)T1063	[MENZIES CAMPBELL INTERVIEW]	1973.0	non-fiction	non-fiction	39	4	True	False	True	MENZIES CAMPBELL INTERVIEW - Fit To Last	0	True	3	0
(filmRef)T1064	[JIM BAXTER INTERVIEW]	1973.0	non-fiction; sports television sport	non-fiction; sports television sport	94	4	True	False	True	JIM BAXTER INTERVIEW - Fit To Last	3	True	2	0
(filmRef)T1065	[BRITISH CALEDONIAN/ B.U.A. MERGER]	1970.0	non-fiction	non-fiction	60	4	True	False	True	BRITISH CALEDONIAN/ B.U.A. MERGER	0	True	9	0
(filmRef)T1066	[LOBSTER FISHERMAN, HOPEMAN MORAYSHIRE]	1964.0	non-fiction; television educational	non-fiction; television educational	71	4	True	False	True	LOBSTER FISHERMAN, HOPEMAN MORAYSHIRE	2	True	5	0
(filmRef)T1067	[GLENGARNOCK STEELWORKS CLOSURE]	1972.0	non-fiction	non-fiction	57	4	True	False	True	GLENGARNOCK STEELWORKS CLOSURE	0	True	5	0
(filmRef)T1068	[CAIRNGORM 6 DEATHS COUNCIL REPORT]	1971.0	non-fiction	non-fiction	26	4	True	False	True	CAIRNGORM 6 DEATHS COUNCIL REPORT	0	True	2	0
(filmRef)T1069	[SCOTRAIL YOUTH YEAR]		non-fiction	non-fiction	35	4	True	False	True	SCOTRAIL YOUTH YEAR	0	False	0	0
(filmRef)T1070	[ZOO REPORT]	1972.0	non-fiction	non-fiction	27	4	True	False	True	ZOO REPORT	0	True	1	0
(filmRef)T1071	[MINE RESCUE EXERCISE]	1973.0	non-fiction	non-fiction	44	4	True	False	True	MINE RESCUE EXERCISE	0	True	6	0
(filmRef)T1072	[GLASGOW AIRPORT & DOCKS]	1971.0	non-fiction	non-fiction	38	4	True	False	True	GLASGOW AIRPORT & DOCKS	0	True	3	0
(filmRef)T1073	[VAN RESTORER]	1973.0	non-fiction	non-fiction	30	4	True	False	True	VAN RESTORER - Scotland Today	0	True	1	0
(filmRef)T1074	[ABBOTSINCH AIRPORT '66]	1966.0	non-fiction	non-fiction	36	4	True	False	True	ABBOTSINCH AIRPORT '66	0	True	8	0
(filmRef)T1075	GLASGOW E.T.V.	1965.0	non-fiction	non-fiction	63	4	True	False	False		0	True	1	0
(filmRef)T1076	[CHIMPS TEA PARTY, EDINBURGH ZOO]	1969.0	non-fiction	non-fiction	22	4	True	False	True	CHIMPS TEA PARTY, EDINBURGH ZOO	0	True	2	0
(filmRef)T1077	[H.M.S. GANNET PRESTWICK]	1973.0	non-fiction	non-fiction	44	4	True	False	True	H.M.S. GANNET PRESTWICK - Scotland Today	0	True	2	0
(filmRef)T1078	[MRS PETERSON SPINNING SHAWL ON UNST]	1971.0	non-fiction	non-fiction	68	4	True	False	True	MRS PETERSON SPINNING SHAWL ON UNST	0	True	4	0
(filmRef)T1079	[COAL YARDS & GAS WORKS]	1972.0	non-fiction	non-fiction	30	4	True	False	True	COAL YARDS & GAS WORKS - Dateline	0	True	4	0
(filmRef)T1080	[SCOTS SOLDIERS IN HONG KONG]	1972.0	non-fiction	non-fiction	35	4	True	False	True	SCOTS SOLDIERS IN HONG KONG	0	True	4	0
(filmRef)T1081	[OATLANDS PROTEST, GLASGOW]	1974.0	non-fiction	non-fiction	31	4	True	False	True	OATLANDS PROTEST, GLASGOW	0	True	4	0
(filmRef)T1082	[SELINA SCOTT]	1972.0	non-fiction	non-fiction	26	4	True	False	False		0	True	1	0
(filmRef)T1083	[PROF. CAMERON ON REGIONAL DEVELOPMENT FUND]	1972.0	non-fiction	non-fiction	70	4	True	False	True	PROF. CAMERON ON REGIONAL DEVELOPMENT FUND - Scotland Today	0	True	5	0
(filmRef)T1085	[DUNFERMLINE COLLEGE]	1972.0	non-fiction	non-fiction	43	4	True	False	True	DUNFERMLINE COLLEGE	0	True	3	0
(filmRef)T1086	[KING OLAV'S VISIT]	1962.0	non-fiction	non-fiction	48	4	True	False	True	KING OLAV'S VISIT	0	True	4	0
(filmRef)T1087	[BIRTH OF AN AIRPORT]	1965.0	non-fiction; television documentary	non-fiction; television documentary	447	5	True	False	True	BIRTH OF AN AIRPORT - Dateline Scotland	2	True	34	0
(filmRef)T1088	[IRELAND v. SCOTLAND, FOOTBALL]	1968.0	non-fiction	non-fiction	42	4	True	False	False		0	False	0	0
(filmRef)T1089	[BOND CAR]	1960.0	non-fiction; television documentary	non-fiction; television documentary	63	4	True	False	True	BOND CAR - Time Out With Tennent	0	True	3	0
(filmRef)T1090	[SALMON FISHING ON THE NITH]	1969.0	non-fiction; television documentary	non-fiction; television documentary	88	5	True	False	False		3	True	3	0
(filmRef)T1091	[RENFREW AIRPORT]	1962.0	non-fiction; television documentary	non-fiction; television documentary	201	4	True	False	True	RENFREW AIRPORT - Here And There	4	True	9	0
(filmRef)T1092	[RANGERS VERSUS ABERDEEN - SCOTTISH CUP SEMI FINAL]	1969.0	non-fiction	non-fiction	55	4	True	False	True	RANGERS VERSUS ABERDEEN - SCOTTISH CUP SEMI FINAL	0	True	8	0
(filmRef)T1093	[FIT TO LAST]	1973.0	non-fiction; television documentary	non-fiction; television documentary	99	4	True	False	True	FIT TO LAST	3	True	8	0
(filmRef)T1094	[JOHN O'GROATS, CAITHNESS, EEC VISIT]	1972.0	non-fiction	non-fiction	48	4	True	False	True	JOHN O'GROATS, CAITHNESS, EEC VISIT	0	True	4	0
(filmRef)T1095	[ONE O' CLOCK GUN]	1971.0	non-fiction	non-fiction	39	4	True	False	False		0	True	5	0
(filmRef)T1096	[AIRCRAFT]	1967.0	non-fiction	non-fiction	26	4	True	False	True	AIRCRAFT	0	True	5	0
(filmRef)T1097	LIVING WITH COMPUTERS	1965.0	non-fiction; television documentary	non-fiction; television documentary	154	5	True	False	True	Please note in several parts with intervening blank sections - appear to be inserts to a programme?	1	True	11	0
(filmRef)T1098	[LOOKING AT BIRDS]	1964.0	non-fiction	non-fiction	60	4	True	False	True	LOOKING AT BIRDS	0	True	6	0
(filmRef)T1099	[QUEEN ELIZABETH I ] THE SHIP	1972.0	non-fiction	non-fiction	97	4	True	False	True	QUEEN ELIZABETH 1 THE SHIP	0	True	13	0
(filmRef)T1100	[MAN OF HIS TIME McGONAGAL]	1964.0	non-fiction	non-fiction	76	4	True	False	True	MAN OF HIS TIME McGONAGAL	0	True	10	0
(filmRef)T1101	[SCOTLAND ON STRANRAER]	1963.0	non-fiction; television documentary	non-fiction; television documentary	170	4	True	False	True	SCOTLAND ON STRANRAER - Dateline	5	True	11	0
(filmRef)T1102	[EDINBURGH ZOO]	1965.0	non-fiction	non-fiction	86	4	True	False	True	EDINBURGH ZOO	0	True	26	0
(filmRef)T1105	[COLONEL BOYLE OF ERSKINE SOLDIERS HOME]	1974.0	non-fiction	non-fiction	46	4	True	False	True	COLONEL BOYLE OF ERSKINE SOLDIERS HOME - Scotland Today	0	True	1	0
(filmRef)T1106	[DANGEROUS DRUGS]	1972.0	non-fiction	non-fiction	60	4	True	False	False		0	True	2	0
(filmRef)T1107	[IRVINE HERALD CENTENARY]	1971.0	non-fiction	non-fiction	49	4	True	False	False		0	True	1	0
(filmRef)T1108	[GENERAL VIEWS DRINKING IN PUBLIC HOUSE]	1979.0	non-fiction; television news	non-fiction; television news	102	4	True	False	True	Mute Trims	3	True	1	0
(filmRef)T1109	[WENDY WOOD INTERVIEW]	1972.0	non-fiction	non-fiction	40	4	True	False	False		0	True	1	0
(filmRef)T1110	[MODERN HOMES EXHIBITION, KELVINHALL]	1972.0	non-fiction; television news	non-fiction; television news	39	4	True	False	False		2	True	1	0
(filmRef)T1111	[QUEEN ST. STATION, GLASGOW]	1975.0	non-fiction	non-fiction	38	4	True	False	False		0	True	1	0
(filmRef)T1112	[BING CROSBY IV AT ST. ANDREWS]	1972.0	non-fiction	non-fiction	38	4	True	False	False		0	True	2	0
(filmRef)T1113	[OIL RIG BEING TOWED OUT FROM CONSTRUCTION]		non-fiction	non-fiction	31	4	True	False	False		0	True	1	0
(filmRef)T1114	[OPEN AIR FASHION SHOW, BUCHANAN ST.]	1972.0	non-fiction	non-fiction	20	4	True	False	False		0	True	1	0
(filmRef)T1115	[IV WITH TEDDY TAYLOR & CINEMA ORGAN IN EDINBURGH]	1970.0	non-fiction	non-fiction	66	4	True	False	False		0	True	2	0
(filmRef)T1116	[BOB HOPE INTERVIEW]	1961.0	non-fiction	non-fiction	13	4	True	False	False		0	True	1	0
(filmRef)T1117	[JOHN HUSTON IV RE EDININBURGH FILM FESTIVAL]	1972.0	non-fiction	non-fiction	30	4	True	False	False		0	True	2	0
(filmRef)T1118	[CIVIL SERVICE JOBS FOR GLASGOW]	1975.0	non-fiction	non-fiction	66	4	True	False	False		0	True	2	0
(filmRef)T1119	[JIMMY REID INTERVIEW]	1972.0	non-fiction	non-fiction	26	4	True	False	False		0	True	2	0
(filmRef)T1120	[MORIA ANDERSON WITH POOLS WINNERS]	1972.0	non-fiction	non-fiction	35	4	True	False	False		0	True	1	0
(filmRef)T1121	[GLASGOW FAIR HOLIDAY CROWDS]	1972.0	non-fiction	non-fiction	31	4	True	False	False		0	True	2	0
(filmRef)T1122	[ARDROSSAN HARBOUR]	1972.0	non-fiction	non-fiction	27	4	True	False	False		0	True	3	0
(filmRef)T1123	AULD ALLIANCE - NEW WORLD	1966.0	non-fiction	non-fiction	85	5	True	False	False		0	True	12	0
(filmRef)T1124	SALMON	1966.0	non-fiction; television documentary	non-fiction; television documentary	287	5	True	False	True	Scottish Salmon and Trout Fisheries. Second Report. (1965)	10	True	19	0
